timestep,loss,q_mean,epsilon
10000,4.435476303100586,-0.315185546875,0.9998217999999999
10100,1.9079444408416748,-3.51953125,0.9978417999999984
10200,1.6012214422225952,-3.599609375,0.995861799999997
10300,1.2799677848815918,-3.671875,0.9938817999999956
10400,1.8735005855560303,-3.791015625,0.9919017999999942
10500,1.7885929346084595,-3.80859375,0.9899217999999927
10600,1.649991750717163,-3.861328125,0.9879417999999913
10700,2.689152240753174,-3.9453125,0.9859617999999899
10800,2.6875572204589844,-4.06640625,0.9839817999999885
10900,2.4646859169006348,-4.15234375,0.982001799999987
11000,1.585530161857605,-4.24609375,0.9800217999999856
11100,1.974647045135498,-4.1640625,0.9780417999999842
11200,2.3180582523345947,-4.1484375,0.9760617999999828
11300,1.884109616279602,-4.25390625,0.9740817999999813
11400,1.550460696220398,-4.1796875,0.9721017999999799
11500,1.8205410242080688,-4.33203125,0.9701217999999785
11600,1.5055084228515625,-4.375,0.9681417999999771
11700,1.9965405464172363,-4.12890625,0.9661617999999756
11800,1.926628589630127,-4.2578125,0.9641817999999742
11900,1.7068380117416382,-4.3046875,0.9622017999999728
12000,1.5367813110351562,-6.796875,0.9602217999999714
12100,1.4237216711044312,-8.015625,0.95824179999997
12200,1.155364990234375,-8.171875,0.9562617999999685
12300,0.4898846745491028,-8.1953125,0.9542817999999671
12400,1.636877179145813,-8.1328125,0.9523017999999657
12500,2.1273770332336426,-8.1953125,0.9503217999999642
12600,1.3783291578292847,-8.21875,0.9483417999999628
12700,1.590672254562378,-8.0859375,0.9463617999999614
12800,1.7809674739837646,-8.2109375,0.94438179999996
12900,1.3473339080810547,-8.0390625,0.9424017999999585
13000,1.1028897762298584,-8.296875,0.9404217999999571
13100,1.51834237575531,-8.40625,0.9384417999999557
13200,1.0340863466262817,-8.296875,0.9364617999999543
13300,1.7071439027786255,-8.1796875,0.9344817999999528
13400,1.8747806549072266,-8.2109375,0.9325017999999514
13500,1.3590641021728516,-8.25,0.93052179999995
13600,1.6772370338439941,-8.4375,0.9285417999999486
13700,0.881565272808075,-8.4609375,0.9265617999999471
13800,1.1253124475479126,-8.546875,0.9245817999999457
13900,0.845435380935669,-8.625,0.9226017999999443
14000,1.2156996726989746,-11.375,0.9206217999999429
14100,1.15817129611969,-11.96875,0.9186417999999414
14200,1.7145698070526123,-11.828125,0.91666179999994
14300,1.1800936460494995,-12.25,0.9146817999999386
14400,1.284867525100708,-11.8046875,0.9127017999999372
14500,1.0768506526947021,-12.1484375,0.9107217999999357
14600,0.7712736129760742,-12.125,0.9087417999999343
14700,1.1595954895019531,-11.90625,0.9067617999999329
14800,1.7811665534973145,-12.09375,0.9047817999999315
14900,1.5344593524932861,-12.0625,0.90280179999993
15000,1.4924657344818115,-12.1171875,0.9008217999999286
15100,1.2023943662643433,-11.9921875,0.8988417999999272
15200,1.3169503211975098,-12.046875,0.8968617999999258
15300,1.2570816278457642,-12.0625,0.8948817999999243
15400,1.1910393238067627,-12.1015625,0.8929017999999229
15500,1.2908005714416504,-12.3046875,0.8909217999999215
15600,1.7085875272750854,-11.8359375,0.8889417999999201
15700,1.3332997560501099,-12.0546875,0.8869617999999186
15800,0.7104727029800415,-12.40625,0.8849817999999172
15900,1.4891815185546875,-12.3515625,0.8830017999999158
16000,1.9583990573883057,-18.171875,0.8810217999999144
16100,0.814730703830719,-15.4921875,0.8790417999999129
16200,1.6692814826965332,-15.5234375,0.8770617999999115
16300,0.7312285304069519,-15.2578125,0.8750817999999101
