timestep,loss,q_mean,epsilon
5000,4.544832229614258,-0.095703125,0.9999207999999999
5500,1.7042601108551025,-3.853515625,0.9900207999999928
6000,1.972640872001648,-4.19140625,0.9801207999999857
6500,1.4781031608581543,-4.32421875,0.9702207999999786
7000,1.4627797603607178,-5.35546875,0.9603207999999714
7500,1.2271263599395752,-8.515625,0.9504207999999643
8000,0.528095006942749,-8.5546875,0.9405207999999572
8500,0.9753032922744751,-8.53125,0.9306207999999501
9000,1.2050343751907349,-9.3046875,0.9207207999999429
9500,1.2764931917190552,-11.9140625,0.9108207999999358
10000,1.2918287515640259,-12.1328125,0.9009207999999287
10500,0.6349420547485352,-12.125,0.8910207999999216
11000,0.9366053342819214,-13.2265625,0.8811207999999144
11500,1.3239268064498901,-15.0859375,0.8712207999999073
12000,0.7445352673530579,-15.21875,0.8613207999999002
12500,0.9134579300880432,-14.8984375,0.8514207999998931
13000,0.8651096224784851,-15.859375,0.8415207999998859
13500,0.9642136096954346,-17.40625,0.8316207999998788
14000,0.7246570587158203,-17.75,0.8217207999998717
14500,0.43219825625419617,-17.953125,0.8118207999998646
15000,1.2452418804168701,-19.546875,0.8019207999998574
15500,0.39139342308044434,-20.046875,0.7920207999998503
16000,0.703716516494751,-20.203125,0.7821207999998432
16500,0.8169068098068237,-20.1875,0.7722207999998361
17000,0.6569322943687439,-22.84375,0.7623207999998289
17500,0.6797479391098022,-22.578125,0.7524207999998218
18000,0.844003438949585,-22.578125,0.7425207999998147
18500,0.36674678325653076,-22.625,0.7326207999998076
19000,0.3696049451828003,-24.796875,0.7227207999998004
19500,0.3903677463531494,-24.984375,0.7128207999997933
20000,0.3575857877731323,-24.609375,0.7029207999997862
20500,0.7251094579696655,-25.03125,0.6930207999997791
21000,0.7992240786552429,-25.90625,0.6831207999997719
21500,0.6772978901863098,-26.828125,0.6732207999997648
22000,0.689170777797699,-27.40625,0.6633207999997577
22500,0.6757190227508545,-26.640625,0.6534207999997506
23000,0.31302934885025024,-28.859375,0.6435207999997434
23500,0.32829904556274414,-29.0625,0.6336207999997363
24000,0.31072044372558594,-28.921875,0.6237207999997292
24500,0.3174310326576233,-29.078125,0.613820799999722
25000,0.30521339178085327,-30.421875,0.6039207999997149
25500,0.3122495710849762,-30.765625,0.5940207999997078
26000,0.28861308097839355,-30.75,0.5841207999997007
26500,0.30140864849090576,-30.859375,0.5742207999996936
27000,0.6452847719192505,-32.59375,0.5643207999996864
27500,0.2782195806503296,-32.6875,0.5544207999996793
28000,0.27067849040031433,-32.875,0.5445207999996722
28500,0.2664472460746765,-32.71875,0.534620799999665
